marker_a,marker_b,marker_c,marker_d,marker_e
-0.673689893375118,-0.7527870659173296,0.9460083887153103,1.1359119312383867,0.033646676008555976
-1.786571304433931,-1.7543884371947394,1.081577572035804,1.3759592828526874,-1.6126485039072167
-1.2001905179304564,-0.5264094053140862,1.6918241095330342,-0.45301340804786866,0.9725733006036996
-1.9014765918730627,-1.1452419119865567,0.7107019243730179,0.24621803748569251,-1.393827783110815
1.3865028652928113,0.09190043623390243,-1.2774756389886543,0.5139839344475147,1.097755733416097
-0.5189396495388362,-1.0043295887337766,0.06542814001551162,-0.5230875020865453,-0.7117472890006157
-1.501170859642998,-1.1237807974093073,0.6814351570528833,-0.5938662158233224,-0.7878021404469135
-1.3765715108232142,-0.7231587333698741,0.056759466878724796,0.2681217474185098,0.11196603713658418
-0.060755466195750354,-0.27924694961552227,0.8201073375194128,-0.8778227628814537,0.036723878843757524
-0.046129084253432345,0.023683786515180563,0.33101014043981697,0.16985021911298756,0.3986861335409374
-0.6056554226001484,0.40110359080552715,-0.10415742901500652,0.16905290650136046,-1.12593981903344
-0.1230310676602119,-0.4432713605669426,0.8597099417984055,0.5374900421537744,0.5956265602810903
1.166047209911784,0.4106737257206784,0.15260662627707317,0.3087391628681242,0.38001198602804365
2.196363437215164,1.6433550475425611,-1.193621980655449,-0.0072034371570718556,0.6503338720262142
-1.058863322971322,0.11220960808419667,-0.3729436379700938,0.7083473577482091,0.35323114603220834
1.1090299468406133,0.7376780990192944,-1.1584864808162805,-1.5511002432411634,0.29859557738959286
-0.24951092061948837,0.10577385908803227,-0.8736457671677405,0.8449977711032358,0.011924941176080756
-0.11500174306154864,1.2250801635812443,-1.6227464080930545,0.7932097792040961,0.32345081677107124
-0.9003345871762642,-0.3718205301708367,-0.13550391753947677,0.22949841937948945,0.4043309448963663
1.2364526498272608,1.4445357515599884,-0.904318879979425,-2.027740439636048,0.8471710561908818
-0.7306568666492619,-0.6542364028205769,1.3704486119344126,1.0343708433084269,-0.6901321952177892
-0.08887606308781362,-0.17109348416124243,-0.4569493203251091,-0.4272892782299049,-0.5588997386513181
-1.8341256685356349,-1.5942711195451686,-0.6170440326101876,-0.5295168413001297,-1.0595302102257897
-0.17173792506346508,0.0045363680282503455,0.2166248157988298,0.00725186210300187,0.030031304105207626
1.2520931883938653,0.4982355976297398,-0.8877170390198956,-0.7613721201333393,0.8575700951423533
0.547177577324035,1.03475759015002,-1.1318638500203475,1.4884237205282456,0.8678270684400339
0.3945870121396823,1.0064536685287755,-0.6310520983230246,0.8794074421945353,-0.38693418227996046
0.8290372415675848,0.556626232393076,0.0747143244316878,-0.837924363650319,0.3308013598888179
-0.9421181380741361,0.01304569976003328,-0.0017063511841753365,-0.521289061845999,-0.4155755904767382
0.9968999668532592,0.6143917386465108,-1.1532661228347467,0.5980134509759203,0.45544561094585995
-1.6202336118590708,-1.539025350220217,0.9542335785224236,0.36220344962330353,-0.5694130192617398
-0.10396742233949607,0.8360004945443407,-0.30263358557079567,-0.1261701807842452,0.35869015854599606
-1.1149041759253566,-0.7651332042299711,-0.8726201136505103,-0.9353823903223849,-0.5681473500004428
-1.628166572629917,-2.013016668471547,1.3268318196048403,1.2665244400225952,0.5550291213771026
0.5928861348244893,1.089390328328328,-1.33596090677908,1.5691373175630887,0.6513632814889808
0.07115987908887039,-0.7539347236955021,-0.6839564583302131,-2.4217929684584285,-0.5734647310570007
0.3910619135365213,0.3749567344592533,-0.20450233524748662,1.001022696964483,0.5450711660671781
-0.560147878729747,-0.7338410471168866,-0.08446173929407208,-0.38518923709272435,-1.8324847402179092
0.6426996669258322,0.17970384991888866,-0.6758339698114855,-0.5662296364306569,0.0713139942245516
-1.371162880372958,-1.4970211917265641,0.717981823263405,1.7507855245159574,-0.035918686110609555
1.4367150324245892,1.6839193626758373,-0.16529353469724872,0.5077572551959685,0.830311509214708
0.776783883802358,0.34587185471839077,0.3525121617248633,2.4468969649089303,1.240451021893708
-0.40273576166607067,-0.9020209108465798,0.5463503261364115,-0.9243029716005021,0.5751090239661991
-0.377179485935803,0.24737145071515748,0.3816464808984779,-1.9821746596948981,-1.1981825531976935
-0.35362901213454034,-0.7698769121608157,0.2923948365910386,-1.4729536610325222,-0.5921953195150232
-1.4582635216161142,-1.6410769938725083,1.2578741784185827,0.7734823891227262,-0.23697543510070176
0.8294723720066945,0.49888354285514414,0.39126699603928433,0.2794876031849356,0.16901476174090635
-1.2599741423105886,-0.23963672451049967,-0.007949361872791105,0.03690987671212378,-0.26194477190327636
-1.7839073737429303,-1.9410640827372565,1.4371677381379961,1.04088417034654,-1.1023910874000127
-1.1121333005043397,-1.3893846617829722,1.4411728729812323,0.9011171387594665,1.9552249098240544
0.9284117984263449,1.055662082879979,0.313253818323983,-1.7379167184765587,0.5545363878970275
-0.27932871665863274,0.16885998711578876,0.2728792789451419,0.8450695984374041,0.5673804017569752
-2.249850605553794,-1.35283256720071,0.47104605512934195,-0.08197735092813044,0.05853385770830688
0.8035942210760194,0.6388469354348121,-1.3909457410174269,-1.3795972832894492,0.9532979863119238
-1.8390070389864615,-1.1051304414016103,2.223913430225699,-0.3474682620379746,0.039035516564268624
0.4620936645381155,0.42241586202680903,-0.1815631504517952,0.28735547162525055,0.8875506387756366
0.18865333150268337,0.21844054703796667,-0.35179400536930455,1.0089066506371949,-0.6163107157008832
0.7227483087162948,0.2735033213215445,-0.624701600986789,-0.23561823022256806,1.8631825116729057
-1.0853273407496726,-1.4258275509453657,0.141068610510527,-1.0774892619606928,-1.2295266736467754
0.6759472406369902,0.44669104737533616,-0.6201473552037917,-1.6244982220721238,0.6689621096719454
