marker_a,marker_b,marker_c,marker_d,marker_e
-0.673689893375118,-0.7527870659173296,0.9460083887153105,1.1359119312383867,0.0336466760085559
-1.786571304433931,-1.7543884371947394,1.081577572035804,1.3759592828526874,-1.6126485039072167
-1.2001905179304564,-0.5264094053140862,1.6918241095330342,-0.4530134080478686,0.9725733006036996
-1.9014765918730627,-1.145241911986557,0.7107019243730179,0.2462180374856925,-1.393827783110815
1.3865028652928113,0.0919004362339024,-1.2774756389886543,0.5139839344475147,1.097755733416097
-0.5189396495388362,-1.0043295887337766,0.0654281400155116,-0.5230875020865453,-0.7117472890006157
-1.501170859642998,-1.1237807974093073,0.6814351570528833,-0.5938662158233224,-0.7878021404469135
-1.3765715108232142,-0.7231587333698741,0.0567594668787247,0.2681217474185098,0.1119660371365841
-0.0607554661957503,-0.2792469496155222,0.8201073375194128,-0.8778227628814537,0.0367238788437575
-0.0461290842534323,0.0236837865151805,0.3310101404398169,0.1698502191129875,0.3986861335409374
-0.6056554226001484,0.4011035908055271,-0.1041574290150065,0.1690529065013604,-1.12593981903344
-0.1230310676602119,-0.4432713605669426,0.8597099417984055,0.5374900421537744,0.5956265602810903
1.166047209911784,0.4106737257206784,0.1526066262770731,0.3087391628681242,0.3800119860280436
2.196363437215164,1.6433550475425611,-1.193621980655449,-0.0072034371570718,0.6503338720262142
-1.058863322971322,0.1122096080841966,-0.3729436379700938,0.7083473577482091,0.3532311460322083
1.1090299468406133,0.7376780990192944,-1.1584864808162805,-1.5511002432411634,0.2985955773895928
-0.2495109206194883,0.1057738590880322,-0.8736457671677405,0.8449977711032358,0.0119249411760807
-0.1150017430615486,1.2250801635812445,-1.6227464080930545,0.7932097792040961,0.3234508167710712
-0.9003345871762642,-0.3718205301708367,-0.1355039175394767,0.2294984193794894,0.4043309448963663
1.2364526498272608,1.4445357515599884,-0.904318879979425,-2.027740439636048,0.8471710561908818
-0.7306568666492619,-0.6542364028205769,1.3704486119344126,1.0343708433084269,-0.6901321952177892
-0.0888760630878136,-0.1710934841612424,-0.4569493203251091,-0.4272892782299049,-0.5588997386513181
-1.8341256685356349,-1.5942711195451686,-0.6170440326101876,-0.5295168413001297,-1.0595302102257895
-0.171737925063465,0.0045363680282503,0.2166248157988298,0.0072518621030018,0.0300313041052076
1.2520931883938653,0.4982355976297398,-0.8877170390198956,-0.7613721201333393,0.8575700951423533
0.547177577324035,1.03475759015002,-1.1318638500203475,1.4884237205282456,0.8678270684400339
0.3945870121396823,1.0064536685287755,-0.6310520983230246,0.8794074421945353,-0.3869341822799604
0.8290372415675848,0.556626232393076,0.0747143244316878,-0.837924363650319,0.3308013598888179
-0.942118138074136,0.0130456997600332,-0.0017063511841753,-0.521289061845999,-0.4155755904767382
0.9968999668532592,0.6143917386465108,-1.1532661228347467,0.5980134509759203,0.4554456109458599
-1.6202336118590708,-1.539025350220217,0.9542335785224236,0.3622034496233035,-0.5694130192617398
-0.103967422339496,0.8360004945443407,-0.3026335855707956,-0.1261701807842452,0.358690158545996
-1.1149041759253566,-0.7651332042299711,-0.8726201136505103,-0.9353823903223848,-0.5681473500004428
-1.628166572629917,-2.013016668471547,1.3268318196048403,1.2665244400225952,0.5550291213771026
0.5928861348244893,1.089390328328328,-1.33596090677908,1.5691373175630887,0.6513632814889808
0.0711598790888703,-0.7539347236955021,-0.6839564583302131,-2.4217929684584285,-0.5734647310570007
0.3910619135365213,0.3749567344592533,-0.2045023352474866,1.001022696964483,0.5450711660671781
-0.560147878729747,-0.7338410471168866,-0.084461739294072,-0.3851892370927243,-1.8324847402179087
0.6426996669258322,0.1797038499188886,-0.6758339698114855,-0.5662296364306569,0.0713139942245516
