sample_id,group,feature_1,feature_2,feature_3,feature_4
A01,Group A,-1.6662702742980229,-0.5790316830042587,-2.7739635310831785,-1.6499976830949064
A02,Group A,-0.4474373548473174,0.0924779996927325,-0.9069506642659092,-0.6650666268230347
A03,Group A,-1.2731883616103006,0.7095636757103729,-0.8348758944135581,-2.06996127260702
A04,Group A,-0.7789391728150284,1.981294512692584,0.8361769907119747,-2.427837808866763
A05,Group A,-1.390618604381918,1.0012650845398277,-0.7973453032313402,-1.813354786785996
A06,Group A,-1.8283780180006373,0.6585631888730881,-1.743133928993255,-2.5149256616879723
A07,Group A,-0.7279362532311188,0.9511676869545296,0.5092263423339652,-1.3846823003824984
A08,Group A,-1.626677855024458,1.475447754493091,-0.5656893262431006,-2.8688534786907622
A09,Group A,-1.5773372248463031,-0.550315314224814,-1.811695372125964,-0.927926505277818
A10,Group A,-1.109122317736743,-0.1971268118097766,-1.118246427172711,-1.247020535939795
A11,Group A,-0.3229143417003693,0.7901126684197481,0.3940527632763835,-1.128961912976041
A12,Group A,-1.5878104451440544,-0.2733517411335676,-1.6033568009885484,-1.5785084752705905
A13,Group A,-2.4967099426160555,-0.188102635353255,-2.2264143349044807,-2.295648226348004
A14,Group A,-2.4687353985528318,1.0670467823611676,-2.19974689607015,-3.323273200575083
A15,Group A,-0.9636308791932866,0.873577704620845,-0.4788070248666781,-1.5716572623908356
A16,Group A,-1.2151790030415983,0.6507438146348665,-0.4256198552389759,-2.159516290117693
A17,Group A,-0.5771732555648988,1.0863177945914968,0.370638725466955,-2.682487497313939
A18,Group A,-1.112401327790642,0.2012926272139884,-0.8282828735093073,-1.1875557789895657
A19,Group A,-0.0709365149906362,0.7324049185636359,0.4975627463645773,-0.6440139914017995
A20,Group A,-1.1543972572906396,-0.760046335799527,-1.7777065973223265,-0.8108379920517081
A21,Group A,-0.8659479675824173,0.2676210574852373,-1.0564159602358891,-1.225351364947557
A22,Group A,-0.0445671854090727,0.612850680874552,0.2021117704521033,-0.6695853098678973
B01,Group B,-0.4651566903641065,-0.7498936458242074,-1.8825766762794416,-0.4857222692416448
B02,Group B,-0.9517019951469896,0.1628772629010509,-1.0139753408612473,-1.3265491085125167
B03,Group B,0.7224733063208799,1.1372305446726887,2.0570671778407807,-0.8287057472595425
B04,Group B,0.5674710411359483,0.7994195887193847,1.1156085120740955,-0.5635997396451718
B05,Group B,0.6007718189996463,-0.3129129940483045,0.499240434990211,0.4081385886233725
B06,Group B,0.3370708028457274,0.086331400072669,0.1747349923632768,-0.065615259356423
B07,Group B,-0.6747429295280691,0.0579698895378431,-0.4383288563219362,-0.8777876697818409
B08,Group B,-0.0980336821566714,0.4605962744135616,0.2329137750979402,-0.6414007771426602
B09,Group B,-0.1420771704526937,-0.5380603061626082,-0.2082141501728948,0.505700034033512
B10,Group B,-0.9949329127964764,-0.6484369609580909,-1.6609682552538196,-0.6864615937340923
B11,Group B,-0.1042715009836113,-0.2605699540742912,0.4739194407934647,-0.0334295201745478
B12,Group B,0.0902732139033281,-0.1818996205586725,0.6590991990471967,0.2549964641154976
B13,Group B,0.7034146330381266,0.9562000859909926,2.05442630712482,-0.157753472203097
B14,Group B,0.2994154053913466,-0.4512473684517289,-0.5497278917837218,0.803941201979265
B15,Group B,0.1358087131682508,0.7703517422975319,1.292350545517042,-0.7250277635847111
B16,Group B,0.9788317196701994,-0.7688968299427577,-0.4212712425363357,1.9832451461220448
B17,Group B,-0.3193854735198601,-0.962685740281454,-0.8754258854119625,-0.1192630167236566
B18,Group B,0.6217057073574928,0.2571217084929889,0.7043371448916117,-0.2041657635666841
B19,Group B,1.2601667271852923,0.0616146018470122,0.6500215210673363,1.419280858749489
B20,Group B,-0.3081455164385052,-0.9178192291339472,-1.240833392437344,0.8927114092052374
B21,Group B,-0.5141708973849661,-0.7058176041696175,-1.0965524155542996,0.2999438862484034
B22,Group B,0.3511233817817074,-0.0075264841251248,0.7800290028613484,0.3094017935473895
C01,Group C,1.3195846361804575,-0.7913000107503826,-0.0479996859982736,1.9862197790257976
C02,Group C,2.137740402248735,-0.6008036433255812,2.2386927193481,2.628049814737822
C03,Group C,0.5266845591671224,-1.13019783483439,-0.6599153796492222,1.5678507824595342
C04,Group C,2.3705846134144064,-0.1992425219516614,1.8243400254836557,3.029706044860524
C05,Group C,2.015287442446701,-0.7293496462638558,0.6485277103117413,2.339814295741046
C06,Group C,0.097468601040958,-2.216526125024691,-2.625597611038057,2.317047977305401
C07,Group C,2.515829306279524,-1.1814678260565863,0.3122830839134591,3.8071648330302095
C08,Group C,0.7422420607435595,-1.6864895903422448,-1.117199601586694,2.770698770072756
C09,Group C,0.9711504252865916,-1.1875031179479731,0.0631761387341018,2.199340665061755
C10,Group C,-0.0879446422196801,-0.2822413456009118,-1.0258367530784056,-0.1418529102125053
C11,Group C,1.2306019828573649,-1.596945230975498,-0.6698561601526776,2.9494197077149287
C12,Group C,2.06671206868495,-0.0932820495417769,2.2976301474357497,2.386925157760744
C13,Group C,1.3843284377899945,-0.0867731666388789,1.8399184717414867,1.20199314834063
C14,Group C,1.932412633195939,0.2151016690791104,2.833733504120958,1.903920495269443
C15,Group C,0.7307777625208765,-1.8767981842957917,-0.3266871160347108,2.7045447405044407
C16,Group C,1.1886312957912348,-1.164706005636269,-0.2622332070407057,2.224249396812024
C17,Group C,2.195138351866871,0.1943735338542469,2.20830652250197,2.0869411311326163
C18,Group C,1.7597887541132602,-1.0400068763562544,0.4822353914276768,2.8936382420659927
C19,Group C,0.7855240659829824,-0.5895973575765581,0.2635478710069685,1.5632429383133617
C20,Group C,1.6161174140076868,-0.7046822341520966,1.1947741229548738,1.7779145630253763
C21,Group C,1.9914984397722648,-0.1844136435173374,1.8988841640067236,1.4662029294169854
C22,Group C,2.1240595903158987,-0.977738030849438,0.9345148229464088,3.104335772901388
