group,value
Control,-0.3663552155198753
Control,-0.9976421933112958
Control,-0.7269096639487337
Control,-0.8843357156875092
Control,0.5912992211913934
Control,-0.4294416925676878
Control,-0.7589880500280709
Control,-0.19666628501611896
Control,-0.05750514126523618
Control,0.09270772560108485
Control,-0.37297041170624196
Control,-0.1370430840214021
Control,0.3308335070739062
Control,1.1687876645860327
Control,-0.5034952301026739
Control,0.5223363775784774
Control,-0.14977176058579272
Control,0.3395319946106235
Control,-0.5609887021602186
Control,0.9091168462133211
Control,-0.4937255855719293
Control,0.04955346750799759
Control,-0.7883137623153456
Control,-0.0439755718509596
Control,0.370907229604121
Control,0.29714188896152505
Control,0.3932429993395124
Control,0.46266257683352163
Control,-0.3352468860906456
Control,0.7407634845710771
Control,-0.5698814353536338
Control,0.3665704912992373
Control,-0.2964792480935241
Control,-0.9733437274209965
Control,0.4344411045495864
Dose 1,0.8557213512543407
Dose 1,0.7714038932068447
Dose 1,0.02550808231480428
Dose 1,0.9585037157639869
Dose 1,0.17353209569412653
Dose 1,1.3891387315211383
Dose 1,0.8608645655859407
Dose 1,0.5994248502658814
Dose 1,0.6749594383692628
Dose 1,0.3952917931011
Dose 1,-0.03898993480532653
Dose 1,1.0544824047724761
Dose 1,0.28506464516269425
Dose 1,-0.31884352634118684
Dose 1,0.03314392393186116
Dose 1,1.330297584214141
Dose 1,0.7203642700089667
Dose 1,-0.2968635274343677
Dose 1,1.0951934312286802
Dose 1,-0.39733013483291835
Dose 1,1.0339426833897243
Dose 1,0.8857185949195605
Dose 1,0.9314888269868689
Dose 1,0.16546345584542466
Dose 1,1.1172949336651796
Dose 1,0.6880736404673153
Dose 1,0.7429370739218101
Dose 1,0.8908710831056645
Dose 1,0.23863882902092737
Dose 1,1.1893638706275795
Dose 1,1.111499672346651
Dose 1,0.5095545063554909
Dose 1,-0.9012801312475685
Dose 1,0.7688275281644956
Dose 1,0.362632223027221
Dose 2,1.463885512217601
Dose 2,1.5482171337379589
Dose 2,2.2371213096502145
Dose 2,1.4620349310923073
Dose 2,1.1246297213384193
Dose 2,1.6003716948110287
Dose 2,1.3858307264144976
Dose 2,0.19919156201578492
Dose 2,1.5380133691807807
Dose 2,0.6955203176904926
Dose 2,1.6124694540423865
Dose 2,1.0687562794105856
Dose 2,0.720127556059275
Dose 2,1.2057706087601539
Dose 2,2.257840068607157
Dose 2,1.360873653047698
Dose 2,0.8465138781066083
Dose 2,1.3308797315104288
Dose 2,0.8273768861424877
Dose 2,0.8000899919949015
Dose 2,0.43215128237469935
Dose 2,0.13927836118297088
Dose 2,0.4450912895273652
Dose 2,1.57243460707012
Dose 2,1.0404179131539508
Dose 2,1.0169045206986802
Dose 2,1.7605147406806916
Dose 2,2.396887383953814
Dose 2,1.6213745744149168
Dose 2,0.6995094860021328
Dose 2,1.6387272466068166
Dose 2,2.111047344301018
Dose 2,1.0044870880507988
Dose 2,0.8288338410458443
Dose 2,1.6648921434997221
Dose 3,0.8198428511898961
Dose 3,1.2906497138034452
Dose 3,0.20557021876137693
Dose 3,1.1076984879502145
Dose 3,1.15766503083072
Dose 3,0.6580825854867105
Dose 3,0.5028712452251005
Dose 3,0.31270198394223137
Dose 3,1.1336668296089443
Dose 3,1.2453607525438986
Dose 3,0.7720252345892551
Dose 3,0.7658306783054724
Dose 3,1.4743506937345523
Dose 3,0.8217328764064438
Dose 3,0.8699315676719003
Dose 3,0.7312250803585978
Dose 3,0.6293335870931777
Dose 3,1.64889457385831
Dose 3,1.1724122687942249
Dose 3,0.0611241399456256
Dose 3,0.5359379561123845
Dose 3,0.975802225438528
Dose 3,0.4657682770210321
Dose 3,0.7609295349414482
Dose 3,0.8641331157832921
Dose 3,2.15329623179563
Dose 3,0.701856042011785
Dose 3,0.9137860966383292
Dose 3,0.9307003210657386
Dose 3,2.0322477078409937
Dose 3,0.9730085608840666
Dose 3,1.395540068815671
Dose 3,1.8937077650693013
Dose 3,1.542865933631588
Dose 3,1.149335969749637
