y_true,score
1,0.5909507544569951
0,0.0
0,0.0
0,0.0
0,0.0
1,0.888973842828048
0,0.0561671652615802
1,0.6667618082794721
0,0.3442058962722766
1,1.0
0,0.2885498297659667
1,0.5398037944008531
0,0.2954908986427266
1,1.0
0,0.0417948352203195
0,0.0
1,0.9259568573998888
1,0.7279371404759585
0,0.296259885521378
1,0.4822280875045508
1,0.8430793951800858
0,0.2430660123322879
1,0.6632330341946843
0,0.0
1,0.5250807935768926
1,0.8534667318435777
1,0.8981443010175594
1,0.708810093835702
1,0.706332271322189
1,0.9897402774938208
0,0.1086931505625775
0,0.1279726270687601
0,0.0724900321434391
0,0.031733434837271
0,0.4395578295433239
1,0.86896490751769
1,0.4244496559782503
0,0.0
1,0.7903208901754113
1,0.5863073108084129
0,0.0843718139765793
1,0.7456532463133169
0,0.641318492718252
1,0.680742416804714
1,0.7655144386553318
1,0.7722801284262955
1,1.0
0,0.1692034243536266
0,0.3382160275262683
0,0.5374831060277205
0,0.3971463734526352
1,0.8597343878998549
1,0.8312448416944233
1,0.681116275293261
1,0.5811572392021633
1,0.8334892976856048
0,0.1598255955671645
1,1.0
0,0.3924045495281925
1,0.7431238811994441
1,1.0
0,0.0
0,0.0
0,0.3280390035199978
0,0.0167645654651868
0,0.0
0,0.4036549306141433
1,0.3206745075235567
0,0.312536079455212
0,0.3008719628745501
0,0.0840303509726215
0,0.0
0,0.5131952571153776
0,0.2347003267789887
1,0.4305321056192675
0,0.3187437752870456
1,0.6402971234050412
1,0.5231996455238948
0,0.1718222442243096
1,0.9779094092347288
0,0.0
1,0.594954041665668
1,0.8678898473001562
1,0.8680725128057871
0,0.2274959199885366
0,0.2112987284499577
0,0.4200376578626211
1,0.7690440688026361
1,0.7747265999424297
1,0.7690984578998705
1,0.4830436287144082
0,0.1016392258882588
1,1.0
1,0.8335741514898033
0,0.5659657782337202
1,0.7305464834742035
1,0.5255294328810957
0,0.0343945789791295
0,0.1489788428099249
0,0.1240372727450423
1,1.0
1,0.9694871464163608
1,0.6091488637115007
1,1.0
1,0.9933760533403918
1,0.7900662735722335
1,0.449424452770893
0,0.0
0,0.0
0,0.0
1,0.5214029521201219
1,0.8019191864935585
1,1.0
0,0.0170416588731554
1,0.2378568820297868
0,0.2490596975791481
0,0.0
0,0.0
1,0.7048763604065952
0,0.3949507605060837
1,0.6652187050900716
1,0.6349989446945322
1,0.953740857267516
0,0.2055747622913766
0,0.0
1,0.9413952368735377
1,0.4393920791082026
1,0.5887059571696511
1,0.7467606231837433
1,0.4964185372082929
1,0.6330678983810006
0,0.2566055675830126
1,1.0
1,1.0
1,0.9783100705609172
1,0.9426423677070964
0,0.1750746518768554
1,1.0
1,1.0
0,0.0108461133159612
1,0.9673296847187238
0,0.4897267187652374
1,1.0
0,0.2972974195816434
0,0.0
1,0.4016990760845014
0,0.6306333181571122
1,0.8609518131751717
0,0.1135698358201023
1,0.642714890400032
1,0.6426128265423807
1,0.7188590313845552
0,0.429900624872445
1,1.0
0,0.0803370502294688
1,0.8541679682468524
1,0.9130764655784532
1,0.68492074954096
1,0.6693494325188691
0,0.2389867844320721
0,0.0
0,0.2173670482048572
0,0.2171916394302993
0,0.2982478092738304
1,0.8679226158309874
0,0.1784152438254442
0,0.335836418704606
1,0.4587579464869441
1,0.985899509642712
1,0.9745061514249012
1,0.8504896522634877
0,0.0
0,0.4075615855278539
0,0.0859963587894209
0,0.0635062949139714
1,0.8015954096626604
1,0.6324981335706654
1,1.0
1,0.9934696372827978
0,0.0
